subject,age,gender,educ,ses,engL1,answer,rating,condition,task,play_type,explanation
308,35,f,Four-year college degree,Near the top,"Yes, English is my first language.",Is that even possible for an octopus to do?,less,Sarcasm & Metaphor,Inky the Octopus,NA,NA
308,35,f,Four-year college degree,Near the top,"Yes, English is my first language.",I'm going to put extra ice in my coffee next time and sue.,more,Sarcasm,Starbucks Ice,NA,NA
309,39,m,Four-year college degree,Near the top,"Yes, English is my first language.",Inky evades Kiwi containment,more,Sarcasm & Metaphor,Inky the Octopus,NA,NA
309,39,m,Four-year college degree,Near the top,"Yes, English is my first language.",Women's Starbucks Venti only a Tall?,more,Sarcasm,Starbucks Ice,wp,venti/tall
310,24,m,Four-year college degree,Near the bottom,"Yes, English is my first language.",Inky has took it upon himself to escape the aquarium and reunite himself with his family.,more,Sarcasm & Metaphor,Inky the Octopus,NA,NA
310,24,m,Four-year college degree,Near the bottom,"Yes, English is my first language.",That extra 10 ounces of liquid may cost Starbucks an extra 5 million instead of an extra dollar or two.,more,Sarcasm,Starbucks Ice,NA,NA
311,25,f,Two-year college degree,Near the bottom,"Yes, English is my first language.",Woman forgets that Ice melts.,more,Sarcasm,Starbucks Ice,irony,sarcasm
312,62,f,Master's or equivalent professional degree,On the bottom,"Yes, English is my first language.",Could be that tentacle rising from your drain is an escaped aquarium octopus.,more,Sarcasm & Metaphor,Inky the Octopus,NA,NA
312,62,f,Master's or equivalent professional degree,On the bottom,"Yes, English is my first language.","Unlike other substances, ice shrinks when it melts, so she's absolutely right.",more,Sarcasm,Starbucks Ice,NA,NA
313,39,m,Two-year college degree,Near the bottom,"Yes, English is my first language.",I'm hoping Inky doesn't try slithering through any of the drainpipes in my apartment!,less,Sarcasm & Metaphor,Inky the Octopus,NA,NA
315,67,f,Two-year college degree,In the middle,"Yes, English is my first language.",This woman is very greedy and her claim for $5 million is outrageous and unethical.,equal,Sarcasm,Starbucks Ice,NA,NA
315,67,f,Two-year college degree,In the middle,"Yes, English is my first language.",This story is unbelievable and appears to be fake news.,equal,Sarcasm & Metaphor,Inky the Octopus,NA,NA
316,39,f,Completed High School,In the middle,"Yes, English is my first language.",Starbucks may have to start making a note of making sure customers know iced drinks actually contain ICE!,more,Sarcasm,Starbucks Ice,irony,sarcasm
317,45,f,Two-year college degree,In the middle,"Yes, English is my first language.",A real life Finding Dory!,equal,Sarcasm & Metaphor,Inky the Octopus,compare,finding nemo
317,45,f,Two-year college degree,In the middle,"Yes, English is my first language.","Honestly, Starbucks did that woman a favor, drinking 24 ounce of any Starbucks drink will kill you fast.",more,Sarcasm,Starbucks Ice,irony,hyperbole
318,33,m,Completed High School,Near the bottom,"Yes, English is my first language.",A New Zealand octopus broke free and found his way home.,more,Sarcasm & Metaphor,Inky the Octopus,NA,NA
318,33,m,Completed High School,Near the bottom,"Yes, English is my first language.","A woman apparently doesn't realize what ice means, as she is attempting to sue Starbucks over including ice in an iced drink.",more,Sarcasm,Starbucks Ice,irony,sarcasm
319,28,m,Four-year college degree,In the middle,"Yes, English is my first language.",Even marine life is excited for the release of the new iphone!,equal,Sarcasm & Metaphor,Inky the Octopus,NA,NA
320,47,f,Four-year college degree,Near the bottom,"Yes, English is my first language.",I wonder if some of the Aquarium workers were watching finding Dory and gave Inky a desire to go on his own adventure?,more,Sarcasm & Metaphor,Inky the Octopus,compare,finding nemo
320,47,f,Four-year college degree,Near the bottom,"Yes, English is my first language.",It will be interesting to see if this is a non-typical amount of ice and how that data can be obtained.,equal,Sarcasm,Starbucks Ice,NA,NA
321,34,f,Completed High School,Near the bottom,"Yes, English is my first language.",sounds like a smart animal!,less,Sarcasm & Metaphor,Inky the Octopus,NA,NA
321,34,f,Completed High School,Near the bottom,"Yes, English is my first language.",its all over priced anyways!,equal,Sarcasm,Starbucks Ice,NA,NA
322,23,f,Four-year college degree,Near the top,"Yes, English is my first language.",I THINK THIS IS AMAZING! I WOULD GO OUT TO THE PORTION OF THE SEA HE ESCAPED TO AND GO DEEP SEA DIVING TO TRY TO SEE HIM!,more,Baseline,Inky the Octopus,NA,NA
322,23,f,Four-year college degree,Near the top,"Yes, English is my first language.",I THINK THIS IS RIDICULOUS CONSIDERING HOW EXPENSIVE STARBUCKS DRINKS ARE.,equal,Sarcasm & Metaphor,Starbucks Ice,NA,NA
323,43,f,Four-year college degree,In the middle,"Yes, English is my first language.",The aquarium is hoping to recover Inky as soon as possible.,less,Baseline,Inky the Octopus,NA,NA
323,43,f,Four-year college degree,In the middle,"Yes, English is my first language.",Starbucks is willing to offer a year supply of coffee beans to settle the lawsuit.,more,Sarcasm & Metaphor,Starbucks Ice,NA,NA
324,49,f,Four-year college degree,In the middle,"Yes, English is my first language.","If I found out that I was only getting a tall when I paid for a venti, I'd be mad too",less,Sarcasm & Metaphor,Starbucks Ice,NA,NA
325,35,f,Completed High School,In the middle,"Yes, English is my first language.",oh my gosh you people need to get a life...there is ice in these coffees,more,Sarcasm & Metaphor,Starbucks Ice,NA,NA
325,35,f,Completed High School,In the middle,"Yes, English is my first language.",ha that guy really wanted out of there.,less,Baseline,Inky the Octopus,NA,NA
326,68,m,Completed High School,In the middle,"Yes, English is my first language.",Apparently they don't like paying for ice in Chicago!,more,Sarcasm & Metaphor,Starbucks Ice,irony,sarcasm
327,43,f,Four-year college degree,In the middle,"Yes, English is my first language.",Inky just needed some fresh air.,more,Baseline,Inky the Octopus,NA,NA
328,31,f,Master's or equivalent professional degree,Near the bottom,"Yes, English is my first language.",This octopus is goin' places!,more,Baseline,Inky the Octopus,NA,NA
328,31,f,Master's or equivalent professional degree,Near the bottom,"Yes, English is my first language.",They are called iced drinks!,equal,Sarcasm & Metaphor,Starbucks Ice,NA,NA
329,43,m,Four-year college degree,In the middle,"Yes, English is my first language.",I guess he didn't like the food at the aquarium.,more,Baseline,Inky the Octopus,NA,NA
329,43,m,Four-year college degree,In the middle,"Yes, English is my first language.",I would hate to have to wait on her if I worked at Starbucks.,equal,Sarcasm & Metaphor,Starbucks Ice,NA,NA
330,29,m,Four-year college degree,Near the bottom,"Yes, English is my first language.",She should have just asked for a free refill.,equal,Sarcasm & Metaphor,Starbucks Ice,NA,NA
332,28,m,Four-year college degree,In the middle,"Yes, English is my first language.","Dude, I'm glad he escaped! That homie was like whoaaaaa get me out of here. Where's Nemo? I'd have done the same thing man. Like seriously.",more,Baseline,Inky the Octopus,compare,finding nemo
332,28,m,Four-year college degree,In the middle,"Yes, English is my first language.","I mean, she's right! That's false advertising. This is the kind of thing Donald Trump would do. They deserve to get sued.",more,Sarcasm & Metaphor,Starbucks Ice,NA,NA
333,62,f,Completed High School,Near the bottom,"Yes, English is my first language.",That's exactly why I ask for light ice when ordering a beverage.,less,Sarcasm & Metaphor,Starbucks Ice,NA,NA
334,40,m,Completed High School,Near the bottom,"Yes, English is my first language.","I guess there is not supposed to be ICE in ""Iced drinks"" and 5 million dollars, give me a break. If you want 5 MILL, then you better have found a viper in that cup. Give me a break.",more,Sarcasm & Metaphor,Starbucks Ice,irony,sarcasm
334,40,m,Completed High School,Near the bottom,"Yes, English is my first language.","Hey, that octopus is smarter than half the people that voted for Trump.",more,Baseline,Inky the Octopus,NA,NA
335,27,f,Four-year college degree,In the middle,"Yes, English is my first language.",I think thats pretty strange.,less,Baseline,Inky the Octopus,NA,NA
335,27,f,Four-year college degree,In the middle,"Yes, English is my first language.","She should really watch what she puts in her coffee, im guessing a strange kind of drug.",equal,Sarcasm & Metaphor,Starbucks Ice,NA,NA
336,37,f,Four-year college degree,In the middle,"Yes, English is my first language.",I think he gets the award for slowest escape.,more,Baseline,Inky the Octopus,NA,NA
337,55,f,Two-year college degree,In the middle,"Yes, English is my first language.",Inky must have been lonely to want to leave that tank and get to ocean to look for love .,more,Baseline,Inky the Octopus,NA,NA
337,55,f,Two-year college degree,In the middle,"Yes, English is my first language.",I would of thought that the ice would be consider a liquid and not a solid.,more,Sarcasm & Metaphor,Starbucks Ice,NA,NA
338,47,f,Two-year college degree,In the middle,"Yes, English is my first language.",The real question is why are you putting ice in your coffee anyway?!,more,Sarcasm & Metaphor,Starbucks Ice,NA,NA
339,36,m,Master's or equivalent professional degree,Near the bottom,"Yes, English is my first language.",I'm not sure the judiciary is going to side with her on this one.,equal,Sarcasm & Metaphor,Starbucks Ice,NA,NA
340,66,m,Completed High School,Near the bottom,"Yes, English is my first language.",Some think octopuses might be  alien creatures since they have such a high intelligence,more,Baseline,Inky the Octopus,NA,NA
341,43,f,Four-year college degree,In the middle,"Yes, English is my first language.",/Does she normally carry around a measuring cup,more,Sarcasm & Metaphor,Starbucks Ice,NA,NA
341,43,f,Four-year college degree,In the middle,"Yes, English is my first language.",I wish I could squeeze through a 5 inch wide drainage pipe,more,Baseline,Inky the Octopus,NA,NA
342,37,m,Four-year college degree,In the middle,"Yes, English is my first language.","No wonder the Japanese are so fascinated by these smart, multi-tentacles, slippery fellows.",more,Baseline,Inky the Octopus,NA,NA
343,37,m,Completed High School,In the middle,"Yes, English is my first language.",I think she was tired of being short changed.,more,Sarcasm & Metaphor,Starbucks Ice,NA,NA
344,31,m,Completed High School,Near the bottom,"Yes, English is my first language.","Starbucks, you cant fool that gal!",equal,Sarcasm & Metaphor,Starbucks Ice,NA,NA
344,31,m,Completed High School,Near the bottom,"Yes, English is my first language.","The Octopus may have gotten away, but it will learn quickly his new home isn't as posh as what it had!",equal,Baseline,Inky the Octopus,NA,NA
346,49,f,Two-year college degree,Near the bottom,"Yes, English is my first language.","Depending on the outcome of the lawsuit, I suppose this could make other coffee shops and fast food establishments examine how they advertise the volume of their drinks.",more,Sarcasm & Metaphor,Starbucks Ice,NA,NA
346,49,f,Two-year college degree,Near the bottom,"Yes, English is my first language.",I must applaud Inky's determination to get back to the ocean!,equal,Baseline,Inky the Octopus,NA,NA
347,58,f,Four-year college degree,In the middle,"Yes, English is my first language.",Inky the Octopus is missing. It appears he went in search of Nemo out to sea.,more,Metaphor,Inky the Octopus,NA,NA
347,58,f,Four-year college degree,In the middle,"Yes, English is my first language.","Don't mess with a women and her coffee, it means court cases and lawyers if you do.",equal,Sarcasm & Metaphor,Starbucks Ice,NA,NA
348,38,m,Master's or equivalent professional degree,In the middle,"Yes, English is my first language.","That's some pretty expensive iced drink - $500,000 an ounce!",more,Sarcasm & Metaphor,Starbucks Ice,NA,NA
348,38,m,Master's or equivalent professional degree,In the middle,"Yes, English is my first language.",When you have 8 legs there are lots of ways to escape a situation,more,Metaphor,Inky the Octopus,NA,NA
349,27,m,Four-year college degree,In the middle,"Yes, English is my first language.",I think she has a good case - that's a big difference.,less,Sarcasm & Metaphor,Starbucks Ice,NA,NA
349,27,m,Four-year college degree,In the middle,"Yes, English is my first language.",They just need to follow the ink trail to the runaway.,less,Metaphor,Inky the Octopus,compare,prisoner
350,33,m,Four-year college degree,In the middle,"Yes, English is my first language.",I would not want to be the Aquarium janitor right now.,less,Metaphor,Inky the Octopus,NA,NA
351,28,f,Master's or equivalent professional degree,In the middle,"Yes, English is my first language.",He must have had eight brains to go with his eight legs!,more,Metaphor,Inky the Octopus,NA,NA
352,55,f,Completed High School,In the middle,"Yes, English is my first language.",Wow that's really amazing. Next time they catch Inky they better make sure there is a lock on the lid to his tank.,equal,Metaphor,Inky the Octopus,NA,NA
352,55,f,Completed High School,In the middle,"Yes, English is my first language.",That's why they call it an iced drink.,less,Sarcasm & Metaphor,Starbucks Ice,NA,NA
353,20,f,Completed High School,Near the bottom,"Yes, English is my first language.",I think it's quite amazing and I would really like to see this.,equal,Metaphor,Inky the Octopus,NA,NA
353,20,f,Completed High School,Near the bottom,"Yes, English is my first language.",I think this could work and starbucks should get their shit together.,equal,Sarcasm & Metaphor,Starbucks Ice,NA,NA
354,28,m,Master's or equivalent professional degree,Near the bottom,"Yes, English is my first language.",Is Starbucks cutting corners? My belt size thinks so!,more,Sarcasm & Metaphor,Starbucks Ice,NA,NA
354,28,m,Master's or equivalent professional degree,Near the bottom,"Yes, English is my first language.",Inky really wanted his freedom.,equal,Metaphor,Inky the Octopus,NA,NA
355,33,f,Completed High School,Near the bottom,"Yes, English is my first language.",New Zealand Octopus ob the run.,more,Metaphor,Inky the Octopus,NA,NA
355,33,f,Completed High School,Near the bottom,"Yes, English is my first language.",Chicago Starbucks under fire.,more,Sarcasm & Metaphor,Starbucks Ice,NA,NA
356,32,m,Four-year college degree,On the bottom,"Yes, English is my first language.",Looks like inky just signed his own release date.,more,Metaphor,Inky the Octopus,NA,NA
356,32,m,Four-year college degree,On the bottom,"Yes, English is my first language.",Thats half a million for every ounce folks.,more,Sarcasm & Metaphor,Starbucks Ice,NA,NA
357,26,f,Two-year college degree,Near the bottom,"Yes, English is my first language.",everyone in america is so god damn sue happy. this lady needs to grow up,less,Sarcasm & Metaphor,Starbucks Ice,NA,NA
357,26,f,Two-year college degree,Near the bottom,"Yes, English is my first language.",I wonder what toilet the Octopus  will crawl out of.,equal,Metaphor,Inky the Octopus,NA,NA
358,40,m,Four-year college degree,In the middle,"Yes, English is my first language.",Inky The octopus runs wild in New Zealand.,less,Metaphor,Inky the Octopus,NA,NA
358,40,m,Four-year college degree,In the middle,"Yes, English is my first language.",Just be thankful she_?£_s not your wife.,equal,Sarcasm & Metaphor,Starbucks Ice,NA,NA
359,27,f,Two-year college degree,Near the bottom,"Yes, English is my first language.","That there is no way in the world that Starbucks thinks they would get away with shorting 10 ounces of liquid, there must have been a mistake!",less,Sarcasm & Metaphor,Starbucks Ice,NA,NA
359,27,f,Two-year college degree,Near the bottom,"Yes, English is my first language.",That Octopus would be the best escape artist today!,equal,Metaphor,Inky the Octopus,compare,escape artist
360,28,f,Two-year college degree,In the middle,"Yes, English is my first language.",An octopus goes for a stroll at the surprise of guests at the New Zealand Aquarium.,more,Metaphor,Inky the Octopus,NA,NA
361,20,m,Completed High School,Near the bottom,"Yes, English is my first language.",IT SEEMS LIKE IT WOULD SUCK TO BE THAT OCTOPUS,more,Metaphor,Inky the Octopus,NA,NA
362,32,m,Four-year college degree,Near the bottom,"Yes, English is my first language.",Even the octopi are trying to get away from our current civilization.,more,Metaphor,Inky the Octopus,NA,NA
363,24,m,Four-year college degree,Near the bottom,"Yes, English is my first language.",I bet she would use that money just to buy more Starbucks drinks.,equal,Sarcasm & Metaphor,Starbucks Ice,irony,sarcasm
363,24,m,Four-year college degree,Near the bottom,"Yes, English is my first language.",It's just like Finding Nemo movie,equal,Metaphor,Inky the Octopus,compare,finding nemo
364,32,m,Four-year college degree,In the middle,"Yes, English is my first language.",This woman needs to find a hobby.,less,Sarcasm & Metaphor,Starbucks Ice,NA,NA
364,32,m,Four-year college degree,In the middle,"Yes, English is my first language.",That was a Great Escape.,more,Metaphor,Inky the Octopus,compare,prisoner
365,33,m,Four-year college degree,In the middle,"Yes, English is my first language.",This sounds like the plot to Finding Dory.,more,Metaphor,Inky the Octopus,compare,finding nemo
366,52,f,Two-year college degree,On the bottom,"Yes, English is my first language.",is starbucks cheating people out of their hard earned money?,equal,Sarcasm & Metaphor,Starbucks Ice,NA,NA
366,52,f,Two-year college degree,On the bottom,"Yes, English is my first language.",Inmate  at the new zealand aquarium has escaped !,equal,Metaphor,Inky the Octopus,compare,prisoner
367,48,f,Four-year college degree,In the middle,"Yes, English is my first language.",Was the food that bad?,equal,Metaphor,Inky the Octopus,NA,NA
368,33,f,Four-year college degree,Near the top,"Yes, English is my first language.",I hope Inky is found safe and sound!,equal,Metaphor,Inky the Octopus,NA,NA
369,55,f,Completed High School,In the middle,"Yes, English is my first language.",Inky the Octopus made a daring escape from the aquarium and is now out to sea.,less,Metaphor,Inky the Octopus,NA,NA
370,41,f,Four-year college degree,In the middle,"Yes, English is my first language.",I hope Inky didn't get lost in the drainage pipes and actually made it to sea!,more,Metaphor,Inky the Octopus,NA,NA
370,41,f,Four-year college degree,In the middle,"Yes, English is my first language.",Ice is liquid.  Case closed!,more,Sarcasm & Metaphor,Starbucks Ice,NA,NA
371,49,f,Two-year college degree,In the middle,"Yes, English is my first language.",Be on the look out - 8 arms could be squeezing you tight tonight!,more,Metaphor,Inky the Octopus,NA,NA
371,49,f,Two-year college degree,In the middle,"Yes, English is my first language.",Starbucks finds out that water is now more expensive than you think!,more,Sarcasm & Metaphor,Starbucks Ice,irony,hyperbole
372,56,f,Two-year college degree,In the middle,"Yes, English is my first language.",People in New Zealand need to be on the lookout for an escaped octopus. Inky the Octopus is believed to escaped from his tank by squeezing through a pipe and escaping out to sea. His whereabouts at this time are unknown.,more,Metaphor,Inky the Octopus,NA,NA
372,56,f,Two-year college degree,In the middle,"Yes, English is my first language.","Might be time to check those Starbucks cups. According to one woman, the 24 ounce cup contained only 14 ounces of liquid.",more,Sarcasm & Metaphor,Starbucks Ice,NA,NA
373,25,f,Four-year college degree,Near the bottom,"Yes, English is my first language.",Maybe we should make an octopus commune to lure Inky back to shore.,more,Sarcasm,Inky the Octopus,NA,NA
373,25,f,Four-year college degree,Near the bottom,"Yes, English is my first language.",That's a lot of money per ounce!,equal,Sarcasm & Metaphor,Starbucks Ice,NA,NA
374,50,f,Completed High School,Near the bottom,"Yes, English is my first language.","Memories of Seinfeld, without the funny.",more,Sarcasm & Metaphor,Starbucks Ice,NA,NA
374,50,f,Completed High School,Near the bottom,"Yes, English is my first language.","Go Inky, go!",more,Sarcasm,Inky the Octopus,NA,NA
376,49,f,Completed High School,In the middle,"Yes, English is my first language.",If she waits 30 minutes the ice will be liquid too!,more,Sarcasm & Metaphor,Starbucks Ice,NA,NA
377,32,f,Two-year college degree,Near the bottom,"Yes, English is my first language.",Clearly Inky wanted to visit his family for the Holidays!,more,Sarcasm,Inky the Octopus,NA,NA
377,32,f,Two-year college degree,Near the bottom,"Yes, English is my first language.",I bet its close to 24oz once the ice melts,more,Sarcasm & Metaphor,Starbucks Ice,NA,NA
378,33,f,Completed High School,Near the bottom,"Yes, English is my first language.",You'll never believe what escaped the the national aquarium of New Zealand through a 5-inch wide drainage pipe.,more,Sarcasm,Inky the Octopus,NA,NA
378,33,f,Completed High School,Near the bottom,"Yes, English is my first language.","Think you're getting all 24-ounces in your drink, well you're not.",equal,Sarcasm & Metaphor,Starbucks Ice,NA,NA
379,28,f,Four-year college degree,In the middle,"Yes, English is my first language.",That is one crafty octopus.,more,Sarcasm,Inky the Octopus,NA,NA
380,25,m,Completed High School,In the middle,"Yes, English is my first language.",I think it's kind of strange.,less,Sarcasm,Inky the Octopus,NA,NA
380,25,m,Completed High School,In the middle,"Yes, English is my first language.",I think it's kind of extreme.,equal,Sarcasm & Metaphor,Starbucks Ice,NA,NA
381,34,m,Two-year college degree,In the middle,"Yes, English is my first language.","A lady from Chicago is suing the StarBucks Corporation for false advertising. She claims that their 24-ounce iced drinks only contain 14 ounces of liquid.  Sounds like the drinks are watered down, the next time your at Starbucks ask for less ice.",equal,Sarcasm & Metaphor,Starbucks Ice,NA,NA
382,35,f,Four-year college degree,Near the bottom,"Yes, English is my first language.",Remember to never let an octopus watch reruns of MacGyver.,more,Sarcasm,Inky the Octopus,compare,escape artist
383,38,f,Two-year college degree,Near the bottom,"Yes, English is my first language.",5 million is ridiculous.,less,Sarcasm & Metaphor,Starbucks Ice,NA,NA
383,38,f,Two-year college degree,Near the bottom,"Yes, English is my first language.",Fake,less,Sarcasm,Inky the Octopus,NA,NA
384,71,f,Doctoral degree,In the middle,"Yes, English is my first language.","If the ice melts, the woman will have 24 ounces of liquid.",equal,Sarcasm & Metaphor,Starbucks Ice,NA,NA
384,71,f,Doctoral degree,In the middle,"Yes, English is my first language.","Before you complain about strength training for two legs, think of Inky who had to work out all eight  legs to open that lid.",more,Sarcasm,Inky the Octopus,NA,NA
385,57,f,Completed High School,In the middle,"Yes, English is my first language.","well, seriously, you want to get what you pay for.",less,Sarcasm & Metaphor,Starbucks Ice,NA,NA
385,57,f,Completed High School,In the middle,"Yes, English is my first language.","Never knew octopuses could do that, we learn something new every day.",less,Sarcasm,Inky the Octopus,NA,NA
386,47,m,Four-year college degree,Near the bottom,"Yes, English is my first language.",Sounds like my first marriage.,more,Sarcasm,Inky the Octopus,compare,marriage
387,38,f,Completed High School,Near the bottom,"Yes, English is my first language.",Finding Inky the Octopus?,equal,Sarcasm,Inky the Octopus,compare,finding nemo
387,38,f,Completed High School,Near the bottom,"Yes, English is my first language.",Does 14 ounces of liquid plus ten ounces of ice equal 24 ounces?,more,Sarcasm & Metaphor,Starbucks Ice,NA,NA
388,34,f,Completed High School,In the middle,"Yes, English is my first language.",I think it's odd that a lady would carry a measuring cup with her to find out exactly how many ounces of coffee she was getting in her Cup unless she set out to try to defraud the system.,more,Sarcasm & Metaphor,Starbucks Ice,NA,NA
388,34,f,Completed High School,In the middle,"Yes, English is my first language.",I saw a YouTube video were a squid escaped in a hole no bigger than a coffee cup it's amazing what these animals can do!,equal,Sarcasm,Inky the Octopus,NA,NA
389,25,f,Four-year college degree,In the middle,"Yes, English is my first language.",Boy I sure can't wait for Inky to return and destroy us with his army of the sea!,more,Sarcasm,Inky the Octopus,NA,NA
390,36,f,Four-year college degree,Near the bottom,"Yes, English is my first language.",That octopus is very sneaky and very smart.,less,Sarcasm,Inky the Octopus,NA,NA
390,36,f,Four-year college degree,Near the bottom,"Yes, English is my first language.","Companies will take any chance to short customers,",less,Sarcasm & Metaphor,Starbucks Ice,NA,NA
391,32,f,Four-year college degree,In the middle,"Yes, English is my first language.","If caught, Inky will be remanded into custody at Alcatraz in the hopes of preventing future breakouts!",more,Sarcasm,Inky the Octopus,NA,NA
391,32,f,Four-year college degree,In the middle,"Yes, English is my first language.",Has this woman purchased potato chips lately?,more,Sarcasm & Metaphor,Starbucks Ice,irony,rhetorical
392,24,m,Four-year college degree,Near the bottom,"Yes, English is my first language.",A woman is suing Starbucks over the amount of ice in drinks.,equal,Sarcasm & Metaphor,Starbucks Ice,NA,NA
392,24,m,Four-year college degree,Near the bottom,"Yes, English is my first language.",An octopus has escaped from a New Zealand aquarium.,equal,Sarcasm,Inky the Octopus,NA,NA
393,37,m,Master's or equivalent professional degree,In the middle,"Yes, English is my first language.",Other animals suggested that Inky may have escaped because the food at the aquarium was not up to par.,more,Sarcasm,Inky the Octopus,NA,NA
394,31,f,Completed High School,In the middle,"Yes, English is my first language.","I'd like to see where this one goes, $5 million dollars buys a lot of Starbucks.",more,Sarcasm & Metaphor,Starbucks Ice,NA,NA
395,37,m,Four-year college degree,In the middle,"Yes, English is my first language.",Octopus squeezes into tight places.,less,Sarcasm,Inky the Octopus,NA,NA
396,34,f,Four-year college degree,Near the bottom,"Yes, English is my first language.",I wonder if I can get $5 million too,less,Sarcasm & Metaphor,Starbucks Ice,NA,NA
396,34,f,Four-year college degree,Near the bottom,"Yes, English is my first language.",I think I have seen this cartoon,equal,Sarcasm,Inky the Octopus,NA,NA
397,27,m,Master's or equivalent professional degree,In the middle,"Yes, English is my first language.",I wonder what this means for companies everywhere that serve drinks with less ounces of liquid in it.,more,Sarcasm & Metaphor,Starbucks Ice,NA,NA
398,22,f,Completed High School,Near the bottom,"Yes, English is my first language.",I don't see why this is even a thing. Listen. Do you want your drink to overflow? Because that's how you get your drink to overflow.,more,Sarcasm & Metaphor,Starbucks Ice,NA,NA
398,22,f,Completed High School,Near the bottom,"Yes, English is my first language.",Go Inky! You're just trying to get back to your home.,equal,Sarcasm,Inky the Octopus,NA,NA
399,31,f,Four-year college degree,In the middle,"Yes, English is my first language.",Didn't this happen in Finding Nemo?,equal,Sarcasm,Inky the Octopus,compare,finding nemo
400,44,f,Master's or equivalent professional degree,In the middle,"Yes, English is my first language.","Starbucks rips people off, but they always know your name.",more,Sarcasm & Metaphor,Starbucks Ice,compare,cheers
401,26,f,Four-year college degree,Near the bottom,"Yes, English is my first language.",Well that's one octopus that won't end up on anyone's dinner plate.,more,Sarcasm & Metaphor,Inky the Octopus,NA,NA
402,35,m,Master's or equivalent professional degree,In the middle,"Yes, English is my first language.","Everyone knows and does this; this is nothing new. That's why you ask for ""easy ice."" Besides, the company isn't responsible for false advertising if there is a combination of 24 ounces, between the ice and beverage.",more,Sarcasm & Metaphor,Starbucks Ice,NA,NA
403,27,m,Two-year college degree,Near the bottom,"Yes, English is my first language.",That is some really expensive ice.,more,Sarcasm & Metaphor,Starbucks Ice,NA,NA
403,27,m,Two-year college degree,Near the bottom,"Yes, English is my first language.",Inky finally escaped jail and went home.,equal,Sarcasm & Metaphor,Inky the Octopus,compare,prisoner
404,34,m,Two-year college degree,Near the bottom,"Yes, English is my first language.","Well folks, it looks like 2 ounces of liquid can cost you 5 million...",more,Sarcasm & Metaphor,Starbucks Ice,NA,NA
405,43,f,Master's or equivalent professional degree,Near the bottom,"Yes, English is my first language.","Well, if you want ice in your cup don't you expect there to be less drink in there?",less,Sarcasm & Metaphor,Starbucks Ice,NA,NA
405,43,f,Master's or equivalent professional degree,Near the bottom,"Yes, English is my first language.",People are trying to get in to New Zealand but the octopuses are trying to escape - what do they know that we don't?,more,Sarcasm & Metaphor,Inky the Octopus,NA,NA
406,40,m,Four-year college degree,In the middle,"Yes, English is my first language.","When she says large, she means large!",equal,Sarcasm & Metaphor,Starbucks Ice,NA,NA
406,40,m,Four-year college degree,In the middle,"Yes, English is my first language.",Octopus would put Alcatraz to shame.,more,Sarcasm & Metaphor,Inky the Octopus,compare,prisoner
407,46,m,Four-year college degree,In the middle,"Yes, English is my first language.",A woman is suing Starbucks for allegedly putting too much ice and not enough coffee in her drink.,less,Sarcasm & Metaphor,Starbucks Ice,NA,NA
407,46,m,Four-year college degree,In the middle,"Yes, English is my first language.",Nemo can learn some new tricks from Inky the Octopus as the eight legged Houdini escape artist manages to open its tank and slither out of the New Zealand Aquarium building through a drainage pipe.,more,Sarcasm & Metaphor,Inky the Octopus,compare,escape artist
408,29,m,Completed High School,In the middle,"Yes, English is my first language.",Sounds like something I need to learn when I go to visit the in-laws.,more,Sarcasm & Metaphor,Inky the Octopus,NA,NA
409,37,f,Two-year college degree,On the bottom,"Yes, English is my first language.",Inky sure is sneaky and apparently very flexible.,more,Sarcasm & Metaphor,Inky the Octopus,NA,NA
409,37,f,Two-year college degree,On the bottom,"Yes, English is my first language.",I suppose that $5 million dollars would buy her about a month's supply of the overpriced coffee IF she wins.,more,Sarcasm & Metaphor,Starbucks Ice,NA,NA
410,54,m,Master's or equivalent professional degree,In the middle,"Yes, English is my first language.",Octopus makes a prison break.,equal,Sarcasm & Metaphor,Inky the Octopus,compare,prisoner
410,54,m,Master's or equivalent professional degree,In the middle,"Yes, English is my first language.","She should just let the ice melt, and then she'll be happy.",equal,Sarcasm & Metaphor,Starbucks Ice,NA,NA
411,33,f,Master's or equivalent professional degree,In the middle,"Yes, English is my first language.",That is really amazing----only 5 inches to escape!,equal,Sarcasm & Metaphor,Inky the Octopus,NA,NA
411,33,f,Master's or equivalent professional degree,In the middle,"Yes, English is my first language.",She must drink a lot of coffee to warrant $5 million!,more,Sarcasm & Metaphor,Starbucks Ice,NA,NA
412,34,f,Completed High School,In the middle,"Yes, English is my first language.",It seems as though nature always finds a way to get around human intentions.,more,Sarcasm & Metaphor,Inky the Octopus,NA,NA
412,34,f,Completed High School,In the middle,"Yes, English is my first language.",Never mess with a woman's coffee.,more,Sarcasm & Metaphor,Starbucks Ice,NA,NA
413,39,m,Two-year college degree,In the middle,"Yes, English is my first language.",Not getting what you pay for? This woman is taking action!,more,Sarcasm & Metaphor,Starbucks Ice,NA,NA
413,39,m,Two-year college degree,In the middle,"Yes, English is my first language.","Inky, the felon octopus is on the lose!",more,Sarcasm & Metaphor,Inky the Octopus,compare,prisoner
414,21,m,Two-year college degree,In the middle,"Yes, English is my first language.","Even if she loses, she will find a way back into a Starbucks.",equal,Sarcasm & Metaphor,Starbucks Ice,NA,NA
